反対語チェック	比較対象A_ID	比較対象B_ID	分類項目	分類番号	比較対象A	比較対象B	正順	反対語でない	置き換え不可	置き換え可	調査人数	逆順	反対語でない	置き換え不可	置き換え可	調査人数	差分	反対語でない	反対語でない絶対値	置換可（双方向）	合計	反対語でない	置き換え不可	置き換え可	タイプ	比較対象A_ID	比較対象A_表層形	比較対象A_SUW_頻度	比較対象A_LUW_頻度	比較対象B_ID	比較対象B_表層形	比較対象B_SUW_頻度	比較対象B_LUW_頻度	SUW比	LUW比	対数SUW比	対数LUW比	word2vec 距離	比較対象A_UniDic語彙素番号	比較対象B_UniDic語彙素番号	比較対象A_語彙素番号当たりの分類語彙表番号数	比較対象B_語彙素番号当たりの分類語彙表番号数	比較対象Aからみた反対語数	比較対象Bからみた反対語数
-	100102	100109	相-自然-生命-生理・病気など	3.5710	強健	強い		0	0.5	0.5	20		0	0.15	0.85	20		0	0	0.675		0	0.325	0.675	その他開	100102	強健	67	36	100109	強い	28414	25457	0.002357993	0.001414149	2.627457573	2.849504722	UNDEF	51164	24791	2	4	2	2
-	531	532	体-関係-類-類・例	1.1100	実例	用例		0.75	0.05	0.2	20		0.8	0.1	0.1	20		-0.05	0.05	0.15		0.775	0.075	0.15	-	531	実例	646	576	532	用例	329	265	1.963525836	2.173584906	0.29303662	0.337176609	UNDEF	17990	39164	1	1
-	534	535	体-関係-類-類・例	1.1100	事例	モデルケース		0.8	0.15	0.05	20		0.65	0.05	0.3	20		0.15	0.15	0.175		0.725	0.1	0.175	-	534	事例	3794	2840	535	モデルケース	0	38					UNDEF	18753		1	0
-	556	557	体-関係-類-等級・系列	1.1101	ランク	品等		0.8	0.1	0.1	20		0.9	0	0.1	20		-0.1	0.1	0.1		0.85	0.05	0.1	-	556	ランク	1069	309	557	品等	4	3	267.25	103	2.426917714	2.012837225	UNDEF	39800	64872	1	1
-	568	569	体-関係-類-等級・系列	1.1101	冠位	位階		0.8	0.15	0.05	20		0.95	0.05	0	20		-0.15	0.15	0.025		0.875	0.1	0.025	-	568	冠位	31	24	569	位階	111	67	0.279279279	0.358208955	0.553961285	0.445863561	UNDEF	137123	47680	1	1
-	577	578	体-関係-類-等級・系列	1.1101	僧位	段		0.8	0.15	0.05	20		0.85	0.05	0.1	20		-0.05	0.05	0.075		0.825	0.1	0.075	-	577	僧位	9	5	578	段	4804	618	0.001873439	0.008090615	2.727360489	2.092018471	UNDEF	61185	23283	1	9
-	601	602	体-関係-類-等級・系列	1.1101	上等	中等		0.95	0.05	0	20		0.9	0.05	0.05	20		0.05	0.05	0.025		0.925	0.05	0.025	-	601	上等	443	331	602	中等	475	31	0.932631579	10.67741935	0.030289883	1.0284663	UNDEF	57806	23868	2	1
-	616	617	体-関係-類-等級・系列	1.1101	第一流	一流		0.95	0	0.05	20		0.95	0	0.05	20		0	0	0.05		0.95	0	0.05	-	616	第一流	0	13	617	一流	1299	481					UNDEF		243138	0	1
-	692	693	体-関係-類-等級・系列	1.1101	主筋	主筋（しゅうすじ）		0.9	0.05	0.05	20		0.85	0.1	0.05	20		0.05	0.05	0.05		0.875	0.075	0.05	-	692	主筋	17	12	693	主筋	17	12	1	1	0	0	UNDEF		69560	0	2
-	801	802	体-関係-類-本末	1.1111	大本（たいほん）	大本（おおもと）		0.85	0	0.15	20		1	0	0	20		-0.15	0.15	0.075		0.925	0	0.075	-	801	大本	256	171	802	大本	256	171	1	1	0	0	UNDEF	59144	49985	1	1
-	809	810	体-関係-類-本末	1.1111	根底	もと（元・本・基）		0.8	0.15	0.05	20		0.8	0.15	0.05	20		0	0	0.05		0.8	0.15	0.05	-	809	根底	826	786	810	もと	0	0					UNDEF	13218		1	0
-	817	818	体-関係-類-本末	1.1111	基（もとい）	基礎		0.9	0.05	0.05	20		0.85	0.05	0.1	20		0.05	0.05	0.075		0.875	0.05	0.075	-	817	基	2298	996	818	基礎	7958	2871	0.288766022	0.34691745	0.53945391	0.459773854	UNDEF	68498	8574	1	2
-	844	845	体-関係-類-本末	1.1111	語源・語原	語源		0.9	0.1	0	20		1	0	0	20		-0.1	0.1	0		0.95	0.05	0	-	844	語源・語原	0	0	845	語源	577	504					UNDEF		13438	0	4
-	869	870	体-関係-類-本末	1.1111	ゆかり	由緒		0.9	0.05	0.05	20		0.95	0.05	0	20		-0.05	0.05	0.025		0.925	0.05	0.025	-	869	ゆかり	0	0	870	由緒	312	266					UNDEF	38773	38587	1	1
-	887	888	体-関係-類-因果	1.1112	因果	因縁（いんねん）		0.75	0.05	0.2	20		0.8	0.15	0.05	20		-0.05	0.05	0.125		0.775	0.1	0.125	-	887	因果	774	140	888	因縁	344	269	2.25	0.520446097	0.352182518	0.283624244	UNDEF	2718	2830	1	2
-	920	921	体-関係-類-因果	1.1112	本因	善因		0.8	0.15	0.05	20		0.75	0.1	0.15	20		0.05	0.05	0.1		0.775	0.125	0.1	-	920	本因	0	0	921	善因	4	1					UNDEF	193052	118698	1	1
-	927	928	体-関係-類-因果	1.1112	よすが	機縁		1	0	0	20		0.7	0.2	0.1	20		0.3	0.3	0.05		0.85	0.1	0.05	-	927	よすが	0	0	928	機縁	56	55					UNDEF	69140	46349	1	2
-	962	963	体-関係-類-因果	1.1112	かい	年がい		1	0	0	20		0.85	0.05	0.1	20		0.15	0.15	0.05		0.925	0.025	0.05	-	962	かい	0	1	963	年がい	0	0					UNDEF	5615	60737	1	1
-	974	975	体-関係-類-因果	1.1112	効用	実効		0.65	0.35	0	20		0.95	0.05	0	20		-0.3	0.3	0		0.8	0.2	0	-	974	効用	693	516	975	実効	728	174	0.951923077	2.965517241	0.021398145	0.472100453	UNDEF	12409	17935	1	1
-	988	989	体-関係-類-因果	1.1112	奏効	発効		0.7	0.15	0.15	20		0.7	0.25	0.05	20		0	0	0.1		0.7	0.2	0.1	-	988	奏効	35	0	989	発効	542	101					UNDEF	21015	29851	2	3
-	995	996	体-関係-類-因果	1.1112	当たり障り	差し障り		0.65	0.15	0.2	20		0.75	0.15	0.1	20		-0.1	0.1	0.15		0.7	0.15	0.15	-	995	当たり障り	104	101	996	差し障り	49	49	2.12244898	2.06122449	0.326837259	0.314125294	UNDEF	46790	14144	2	3
-	998	999	体-関係-類-因果	1.1112	お陰	報い		0.8	0.1	0.1	20		0.7	0.2	0.1	20		0.1	0.1	0.1		0.75	0.15	0.1	-	998	お陰	0	0	999	報い	174	167					UNDEF	4729	37041	2	2
-	1014	1015	体-関係-類-因果	1.1112	巻き添え	とばっちり		0.8	0.05	0.15	20		0.95	0	0.05	20		-0.15	0.15	0.1		0.875	0.025	0.1	-	1014	巻き添え	125	122	1015	とばっちり	54	54	2.314814815	2.259259259	0.364516253	0.353966071	UNDEF	35535	60845	1	2
-	1049	1050	体-関係-類-理由・目的・証拠	1.1113	根拠	いわれ		0.75	0.1	0.15	20		0.7	0.15	0.15	20		0.05	0.05	0.15		0.725	0.125	0.15	-	1049	根拠	3322	2504	1050	いわれ	0	0					UNDEF	13158	2696	1	2
-	1089	1090	体-関係-類-理由・目的・証拠	1.1113	食用	薬用		0.9	0	0.1	20		1	0	0	20		-0.1	0.1	0.05		0.95	0	0.05	-	1089	食用	595	269	1090	薬用	215	31	2.76744186	8.677419355	0.442078506	0.938390586	UNDEF	16962	38207	1	1
-	1117	1118	体-関係-類-理由・目的・証拠	1.1113	証拠	証左		0.9	0	0.1	20		0.75	0.1	0.15	20		0.15	0.15	0.125		0.825	0.05	0.125	-	1117	証拠	4800	3535	1118	証左	83	78	57.8313253	45.32051282	1.762163145	1.656294815	UNDEF	16648	16677	2	1
-	1137	1138	体-関係-類-相対	1.1120	対等	相互		0.8	0.1	0.1	20		0.85	0.15	0	20		-0.05	0.05	0.05		0.825	0.125	0.05	-	1137	対等	739	650	1138	相互	5540	1396	0.133393502	0.465616046	0.874865326	0.331972062	UNDEF	21873	21021	2	1
-	1153	1154	体-関係-類-相対	1.1120	相当	即応		0.9	0.05	0.05	20		0.85	0.15	0	20		0.05	0.05	0.025		0.875	0.1	0.025	-	1153	相当	8869	4668	1154	即応	343	6	25.85714286	778	1.412580535	2.890979597	UNDEF	21136	21222	1	2
-	1176	1177	体-関係-類-相対	1.1120	逆	反対		0.9	0.05	0.05	20		0.95	0.05	0	20		-0.05	0.05	0.025		0.925	0.05	0.025	-	1176	逆	11544	9806	1177	反対	9933	3752	1.162186651	2.613539446	0.065275883	0.417229059	UNDEF	9839	30399	2	3
-	1194	1195	体-関係-類-相対	1.1120	ジレンマ	パラドックス		0.85	0.1	0.05	20		0.8	0.15	0.05	20		0.05	0.05	0.05		0.825	0.125	0.05	-	1194	ジレンマ	251	225	1195	パラドックス	172	124	1.459302326	1.814516129	0.164145275	0.258760833	UNDEF	18756	83746	1	2
-	1208	1209	体-関係-類-相対	1.1120	相克・相剋	相克		0.95	0.05	0	20		0.95	0	0.05	20		0	0	0.025		0.95	0.025	0.025	-	1208	相克・相剋	0	0	1209	相克	92	69					UNDEF		21018	0	2
-	1220	1221	体-関係-類-異同・類似	1.1130	同（どう）	同一（どういつ）		0.95	0	0.05	20		0.85	0.05	0.1	20		0.1	0.1	0.075		0.9	0.025	0.075	-	1220	同	15878	5261	1221	同一	3586	1477	4.427774679	3.561949898	0.646185512	0.551687806	UNDEF	26971	26985	2	2
-	1234	1235	体-関係-類-異同・類似	1.1130	似たり寄ったり	五十歩百歩		0.8	0.1	0.1	20		0.9	0	0.1	20		-0.1	0.1	0.1		0.85	0.05	0.1	-	1234	似たり寄ったり	0	0	1235	五十歩百歩	0	0					UNDEF			0	0
-	1239	1240	体-関係-類-異同・類似	1.1130	まま	まんま［その～］		0.9	0.1	0	20		0.9	0.05	0.05	20		0	0	0.025		0.9	0.075	0.025	-	1239	まま	0	0	1240	まんま	0	453					UNDEF	35989	35989	3	3
-	1251	1252	体-関係-類-異同・類似	1.1130	酷似	生き写し		0.95	0	0.05	20		0.85	0.05	0.1	20		0.1	0.1	0.075		0.9	0.025	0.075	-	1251	酷似	144	5	1252	生き写し	32	30	4.5	0.166666667	0.653212514	0.77815125	UNDEF	12537	47736	1	1
-	1288	1289	体-関係-類-異同・類似	1.1130	同学	同期		0.9	0.1	0	20		0.85	0.05	0.1	20		0.05	0.05	0.05		0.875	0.075	0.05	-	1288	同学	0	17	1289	同期	1508	373					UNDEF	60241	27005	1	3
-	1333	1334	体-関係-類-異同・類似	1.1130	符合	暗合		0.65	0.2	0.15	20		0.7	0.15	0.15	20		-0.05	0.05	0.15		0.675	0.175	0.15	-	1333	符合	138	26	1334	暗合	18	15	7.666666667	1.733333333	0.884606581	0.238882089	UNDEF	32726	47400	1	1
-	1356	1357	体-関係-類-異同・類似	1.1130	差等	甲乙		0.9	0.1	0	20		0.85	0.05	0.1	20		0.05	0.05	0.05		0.875	0.075	0.05	-	1356	差等	6	18	1357	甲乙	59	38	0.101694915	0.473684211	0.992700761	0.324511092	UNDEF	54287	52606	1	1
-	1378	1379	体-関係-類-異同・類似	1.1130	包括	包含		0.9	0.05	0.05	20		0.9	0.05	0.05	20		0	0	0.05		0.9	0.05	0.05	-	1378	包括	1321	13	1379	包含	189	10	6.989417989	1.3	0.844441013	0.113943352	UNDEF	34405	34417	1	1
-	1408	1409	体-関係-類-連絡・所属	1.1131	連帯	連座		0.9	0	0.1	20		0.75	0.15	0.1	20		0.15	0.15	0.1		0.825	0.075	0.1	-	1408	連帯	1170	273	1409	連座	63	4	18.57142857	68.25	1.268845312	1.834102656	UNDEF	40796	40773	1	2
-	1428	1429	体-関係-類-連絡・所属	1.1131	兼	兼任		0.9	0.05	0.05	20		0.95	0.05	0	20		-0.05	0.05	0.025		0.925	0.05	0.025	-	1428	兼	1147	47	1429	兼任	194	44	5.912371134	1.068181818	0.771761688	0.028645181	UNDEF	11248	11411	1	2
-	1434	1435	体-関係-類-連絡・所属	1.1131	属	付属・附属		0.8	0.15	0.05	20		0.8	0.15	0.05	20		0	0	0.05		0.8	0.15	0.05	-	1434	属	793	68	1435	付属・附属	0	0					UNDEF	280550		3	0
-	1443	1444	体-関係-類-連絡・所属	1.1131	所属	直属		0.9	0	0.1	20		0.85	0.1	0.05	20		0.05	0.05	0.075		0.875	0.05	0.075	-	1443	所属	2533	277	1444	直属	244	99	10.38114754	2.797979798	1.016245363	0.446844574	UNDEF	17007	24159	1	1
-	1454	1455	体-関係-類-連絡・所属	1.1131	付帯・附帯	付帯		0.9	0.1	0	20		0.85	0.1	0.05	20		0.05	0.05	0.025		0.875	0.1	0.025	-	1454	付帯・附帯	0	0	1455	付帯	551	3					UNDEF		32853	0	2
-	1461	1462	体-関係-類-連絡・所属	1.1131	従軍［～記者］	－付き		0.95	0	0.05	20		0.95	0	0.05	20		0	0	0.05		0.95	0	0.05	-	1461	従軍	301	25	1462	－付き	0	0					UNDEF	18176	24483	1	3
-	1470	1471	体-関係-存在-存在	1.1200	有無（うむ）	ありなし		0.8	0.1	0.1	20		0.65	0.15	0.2	20		0.15	0.15	0.15		0.725	0.125	0.15	-	1470	有無	2163	2018	1471	ありなし	0	0					UNDEF	3392	288171	1	1
-	1486	1487	体-関係-存在-存在	1.1200	顕在	現存		0.8	0.15	0.05	20		0.8	0.2	0	20		0	0	0.025		0.8	0.175	0.025	-	1486	顕在	410	2	1487	現存	697	115	0.588235294	0.017391304	0.230448921	1.759667845	UNDEF	11327	11717	1	1
-	1511	1512	体-関係-存在-存在	1.1200	在住	在室		0.9	0.1	0	20		0.95	0.05	0	20		-0.05	0.05	0		0.925	0.075	0	-	1511	在住	3047	228	1512	在室	6	1	507.8333333	228	2.705721204	2.357934847	UNDEF	14787	14782	2	1
-	1516	1517	体-関係-存在-存在	1.1200	在世	在位		0.8	0.05	0.15	20		0.8	0.1	0.1	20		0	0	0.125		0.8	0.075	0.125	-	1516	在世	60	5	1517	在位	317	184	0.189274448	0.027173913	0.722908012	1.565847819	UNDEF	55339	14764	1	1
-	1525	1526	体-関係-存在-存在	1.1200	在社	在庁		0.95	0.05	0	20		0.9	0	0.1	20		0.05	0.05	0.05		0.925	0.025	0.05	-	1525	在社	6	3	1526	在庁	16	1	0.375	3	0.425968732	0.477121255	UNDEF	14784	14794	1	1
-	1530	1531	体-関係-存在-存在	1.1200	滞在	滞留		0.6	0.1	0.3	20		0.8	0.2	0	20		-0.2	0.2	0.15		0.7	0.15	0.15	-	1530	滞在	2228	244	1531	滞留	191	17	11.66492147	14.35294118	1.066881819	1.156940905	UNDEF	21767	21955	2	2
-	1550	1551	体-関係-存在-存在	1.1200	駐屯	駐留		0.8	0.15	0.05	20		0.95	0.05	0	20		-0.15	0.15	0.025		0.875	0.1	0.025	-	1550	駐屯	299	8	1551	駐留	357	34	0.837535014	0.235294118	0.076997028	0.62838893	UNDEF	23870	23904	1	1
-	1557	1558	体-関係-存在-存在	1.1200	空（から）	空（くう）		1	0	0	20		0.9	0	0.1	20		0.1	0.1	0.05		0.95	0	0.05	-	1557	空	8843	7641	1558	空	8843	7641	1	1	0	0	UNDEF	7221	10020	1	3
-	1616	1617	体-関係-存在-出没	1.1210	登場	登壇		0.9	0	0.1	20		1	0	0	20		-0.1	0.1	0.05		0.95	0	0.05	-	1616	登場	8490	1920	1617	登壇	35	2	242.5714286	960	2.384839646	2.982271233	UNDEF	26022	26059	1	2
-	1643	1644	体-関係-存在-出没	1.1210	露出	露呈		0.9	0	0.1	20		0.85	0.15	0	20		0.05	0.05	0.05		0.875	0.075	0.05	-	1643	露出	1065	245	1644	露呈	257	23	4.143968872	10.65217391	0.617416484	1.027438248	UNDEF	40963	40997	2	1
-	1681	1682	体-関係-存在-出没	1.1210	秘密	秘		0.85	0.05	0.1	20		0.9	0.05	0.05	20		-0.05	0.05	0.075		0.875	0.05	0.075	-	1681	秘密	4691	3237	1682	秘	80	4	58.6375	809.25	1.768175446	2.908082708	UNDEF	31661	273520	2	1
-	1719	1720	体-関係-存在-発生・復活	1.1211	兆	予兆		0.75	0.1	0.15	20		0.85	0.1	0.05	20		-0.1	0.1	0.1		0.8	0.1	0.1	-	1719	兆	4852	53	1720	予兆	141	116	34.41134752	0.456896552	1.53670168	0.34018212	UNDEF	333652	39376	1	1
-	1734	1735	体-関係-存在-発生・復活	1.1211	奇瑞	瑞兆		0.75	0.2	0.05	20		0.9	0.1	0	20		-0.15	0.15	0.025		0.825	0.15	0.025	-	1734	奇瑞	13	11	1735	瑞兆	13	13	1	0.846153846	0	0.072550667	UNDEF	49972	56115	1	1
-	1737	1738	体-関係-存在-発生・復活	1.1211	芽	萌芽		0.8	0.1	0.1	20		0.8	0.15	0.05	20		0	0	0.075		0.8	0.125	0.075	-	1737	芽	1195	982	1738	萌芽	170	115	7.029411765	8.539130435	0.846918984	0.931413647	UNDEF	37243	34411	2	1
-	1745	1746	体-関係-存在-発生・復活	1.1211	生まれ	出生（しゅっしょう・しゅっせい）		0.95	0.05	0	20		0.85	0.05	0.1	20		0.1	0.1	0.05		0.9	0.05	0.05	-	1745	生まれ	4071	679	1746	出生	1338	261	3.042600897	2.601532567	0.483244989	0.415229267	UNDEF	3371		4	0
-	1749	1750	体-関係-存在-発生・復活	1.1211	発生	自然発生		0.75	0.1	0.15	20		0.7	0.25	0.05	20		0.05	0.05	0.1		0.725	0.175	0.1	-	1749	発生	15699	2263	1750	自然発生	0	9					UNDEF	29872		1	0
-	1782	1783	体-関係-存在-発生・復活	1.1211	興廃	興亡		0.85	0.05	0.1	20		0.9	0.05	0.05	20		-0.05	0.05	0.075		0.875	0.05	0.075	-	1782	興廃	11	8	1783	興亡	65	44	0.169230769	0.181818182	0.771520671	0.740362689	UNDEF	53363	53459	2	2
-	1787	1788	体-関係-存在-発生・復活	1.1211	新興	中興		0.6	0.25	0.15	20		0.75	0.15	0.1	20		-0.15	0.15	0.125		0.675	0.2	0.125	-	1787	新興	727	95	1788	中興	99	37	7.343434343	2.567567568	0.865899216	0.409521881	UNDEF	17319	62025	1	1
-	1807	1808	体-関係-存在-発生・復活	1.1211	再現	再生		0.95	0.05	0	20		0.8	0	0.2	20		0.15	0.15	0.1		0.875	0.025	0.1	-	1807	再現	1441	254	1808	再生	5828	983	0.247254633	0.258392675	0.606855562	0.587719801	UNDEF	13696	13748	1	3
-	1819	1820	体-関係-存在-発生・復活	1.1211	再発	ぶり返し		0.8	0.15	0.05	20		0.85	0.1	0.05	20		-0.05	0.05	0.05		0.825	0.125	0.05	-	1819	再発	965	307	1820	ぶり返し	0	0					UNDEF	13805	193109	1	1
-	1826	1827	体-関係-存在-成立	1.1220	成就	成立		0.85	0.05	0.1	20		0.9	0	0.1	20		-0.05	0.05	0.1		0.875	0.025	0.1	-	1826	成就	450	77	1827	成立	7288	1761	0.061745335	0.043725156	1.20939585	1.359268631	UNDEF	18548	20026	2	1
-	1831	1832	体-関係-存在-成立	1.1220	生成	熟成		0.7	0.1	0.2	20		0.85	0.1	0.05	20		-0.15	0.15	0.125		0.775	0.1	0.125	-	1831	生成	1635	320	1832	熟成	373	117	4.383378016	2.735042735	0.641808925	0.436964117	UNDEF	19868	18275	1	1
-	1866	1867	体-関係-存在-成立	1.1220	仕掛け［時計の～］	仕組み		0.9	0	0.1	20		1	0	0	20		-0.1	0.1	0.05		0.95	0	0.05	-	1866	仕掛け	1068	886	1867	仕組み	4070	3984	0.262407862	0.222389558	0.581023157	0.652885608	UNDEF	15063	15166	4	2
-	1902	1903	体-関係-存在-成立	1.1220	両立	対立		0.45	0.3	0.25	20		0.4	0.3	0.3	20		0.05	0.05	0.275		0.425	0.3	0.275	その他開	1902	両立	781	287	1903	対立	3311	1433	0.235880399	0.200279135	0.627308147	0.698364294	UNDEF	40321	21954	1	2	1	1
-	1913	1914	体-関係-存在-成立	1.1220	結成	結団		0.95	0	0.05	20		0.85	0.1	0.05	20		0.1	0.1	0.05		0.9	0.05	0.05	-	1913	結成	1654	344	1914	結団	8	0					UNDEF	11151	11187	3	1
-	1944	1945	体-関係-存在-成立	1.1220	設立	－立（りつ）		1	0	0	20		0.85	0.15	0	20		0.15	0.15	0		0.925	0.075	0	-	1944	設立	4857	1107	1945	－立	0	0					UNDEF	20286	40035	1	1
-	1980	1981	体-関係-存在-保存	1.1240	温存	現状維持		0.95	0.05	0	20		0.8	0	0.2	20		0.15	0.15	0.1		0.875	0.025	0.1	-	1980	温存	288	23	1981	現状維持	0	124					UNDEF	5441		1	0
-	1993	1994	体-関係-存在-保存	1.1240	据え置き	作り置き		0.75	0	0.25	20		0.75	0.1	0.15	20		0	0	0.2		0.75	0.05	0.2	-	1993	据え置き	208	64	1994	作り置き	51	27	4.078431373	2.37037037	0.610493159	0.37481621	UNDEF	19019	59736	1	1
-	1999	2000	体-関係-存在-保存	1.1240	放置	ほったらかし		0.8	0	0.2	20		0.75	0	0.25	20		0.05	0.05	0.225		0.775	0	0.225	-	1999	放置	2131	190	2000	ほったらかし	191	171	11.15706806	1.111111111	1.047550082	0.045757491	UNDEF	34514	34743	1	1
-	2029	2030	体-関係-存在-消滅	1.1250	無（む）	空虚		0.95	0	0.05	20		0.8	0.1	0.1	20		0.15	0.15	0.075		0.875	0.05	0.075	-	2029	無	16384	972	2030	空虚	271	222	60.45756458	4.378378378	1.781450648	0.64131329	UNDEF	36988	10028	2	2
-	2045	2046	体-関係-存在-消滅	1.1250	焼失	焼亡		0.9	0.1	0	20		0.9	0	0.1	20		0	0	0.05		0.9	0.05	0.05	-	2045	焼失	318	51	2046	焼亡	18	2	17.66666667	25.5	1.247154615	1.40654018	UNDEF	16690	16841	2	2
-	2048	2049	体-関係-存在-消滅	1.1250	散逸	霧散		0.85	0.15	0	20		0.75	0.15	0.1	20		0.1	0.1	0.05		0.8	0.15	0.05	-	2048	散逸	89	15	2049	霧散	41	2	2.170731707	7.5	0.33660615	0.875061263	UNDEF	14507	37082	1	1
